,screen_name,location,description,listed_count,friends_count,followers_count,favourites_count,verified,statuses_count,default_profile,default_profile_image,has_extended_profile,name,bot
1720,0,0,0,0.00031316057308384876,0.0010231728647697004,5.625397544835423e-06,0.0003798790367685252,1,0.00026682181217432225,1,0,0,b'J.S',1
1721,0,0,0,0.00031316057308384876,0.0010231728647697004,5.625397544835423e-06,0.0003798790367685252,1,0.00026682181217432225,1,0,0,b'J.S',1
1722,1,0,1,0.04924450011743522,5.716049523853075e-06,0.035962161968856994,0.000691091891963731,1,0.06562625189071176,1,0,0,b'Colorize_Bot \xf0\x9f\xa4\x96\xf0\x9f\x8c\x88',1
1723,0,0,0,0.0003914507163548109,0.004138419855269626,0.00016615013462781768,0.010478237804277018,1,0.003950203851864501,0,0,0,b'hillbilly eilish',1
1724,0,0,0,0.00031316057308384876,0.0010231728647697004,5.625397544835423e-06,0.0003798790367685252,1,0.00026682181217432225,1,0,0,b'J.S',1
1725,0,0,0,0.00031316057308384876,0.0010231728647697004,5.625397544835423e-06,0.0003798790367685252,1,0.00026682181217432225,1,0,0,b'J.S',1
1726,0,0,0,0.0003914507163548109,0.0027322716724017698,0.00043797738027647224,0.04435946081542198,1,0.004481613619180988,1,0,0,b'L \xf0\x9f\x90\x98',1
1727,0,0,0,0.0,0.00017148148571559225,4.982494968282803e-05,0.00661188877407608,1,0.002296405029057516,1,0,1,b'davidtennantfan',1
1728,0,0,0,0.00031316057308384876,0.0010231728647697004,5.625397544835423e-06,0.0003798790367685252,1,0.00026682181217432225,1,0,0,b'J.S',1
1729,1,0,1,7.829014327096219e-05,1.143209904770615e-05,6.629932820698891e-06,1.8827823979781132e-05,1,0.0010509056304614701,1,0,0,b'Laurice Deauxnim',1
1730,0,0,0,7.829014327096219e-05,0.0011832222514375865,3.556054876556678e-05,0.01077283787360771,1,0.0033505373418987686,1,0,1,b'Bob Janner \xf0\x9f\x87\xac\xf0\x9f\x87\xa7',1
1731,0,0,0,7.829014327096219e-05,0.005727481622900781,0.00015751113125539185,0.016488743730057737,1,0.007101927917901286,1,0,0,b'Patrick Fullerton esq \xf0\x9f\x87\xa8\xf0\x9f\x87\xae\xf0\x9f\x87\xac\xf0\x9f\x87\xa7\xf0\x9f\x87\xba\xf0\x9f\x87\xa6',1
1732,0,0,0,0.0,0.001537617321916477,1.2255330365534314e-05,0.010716354401668366,1,0.0005688889241893457,1,0,1,b'artfuldreamer',1
1733,1,0,1,7.829014327096219e-05,0.0,0.00016032383002780956,0.0,1,0.01220008607795764,1,0,0,b'Writerly.ai Answers Bot',1
1734,0,0,0,0.0003914507163548109,0.0031038148914522196,0.0006881066639664758,0.1289495513994057,1,0.03774448944701118,1,0,0,b'\xd9\xbe\xd8\xb1\xd9\x86\xd8\xb3 \xd8\xa2\xd9\x81 \xda\x88\xda\xbe\xd9\x85\xd9\xbe',1
